word	target	forms	processes	indicators	reactions	smile
vois	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S1
non						S1
mais						S1
euh						S1
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
mais	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
elle	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
va	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
comprendre	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
que	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
t	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
u	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
es	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
pas	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
agréable	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
en	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
fait	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	positive	S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
tu	I	moquerie	fictionnalisation/jouer le jeu	voix souriante/prosodie	positive	S4
peux	I	moquerie	fictionnalisation/jouer le jeu	voix souriante/prosodie	positive	S4
plus	I	moquerie	fictionnalisation/jouer le jeu	voix souriante/prosodie	positive	S4
revenir	I	moquerie	fictionnalisation/jouer le jeu	voix souriante/prosodie	positive	S4
en	I	moquerie	fictionnalisation/jouer le jeu	voix souriante/prosodie	positive	S4
arrière	I	moquerie	fictionnalisation/jouer le jeu	voix souriante/prosodie	positive	S4
là	I	moquerie	fictionnalisation/jouer le jeu	voix souriante/prosodie	positive	S4
ouais						S3
ha						S3
ha						S3
ouais						S3
moi						S3
je						S3
pense						S1
pas						S1
que						S1
ce						S1
soit						S1
une						S1
blague						S2
tu						S2
v-						S2
ouais						S0
ok						S0
donkey						S0
joke						S0
mais						S0
be						S0
si						S2
à						S2
savoir						S2
ça						S2
veut						S2
dire						S2
développe						S1
j'en						S1
ai						S1
besoin						S1
de						S1
j'ai						S1
besoin						S1
de						S1
plus						S1
tu						S1
vois						S1
non						S1
c'est						S1
euh						S1
moi						S1
je						S1
trouve						S1
que						S1
c'est						S1
bien						S1
de						S1
dire						S1
ça						S1
à	A	moquerie	répétition	prosodie	positive	S1
savoir	A	moquerie	répétition	prosodie	positive	S1
oui						S4
mais						S4
à						S4
savoir						S4
tu						S2
vois						S2
ça						S2
ça						S2
là						S2
ça						S2
d						S2
un						S2
coup						S0
il						S0
faut						S0
que						S0
tu						S0
te						S0
dis						S0
euh						S0
faut						S0
que						S0
je						S0
développe						S0
tu						S0
vois						S0
là						S2
j'en						S2
ai						S2
pas						S2
dit						S2
assez						S2
là						S2
moi						S1
j'aime						S1
bien						S1
j'aime						S1
bien						S1
#						S2
ha						S4
ha						S4
voilà						S4
tu						S4
tu						S4
vois						S4
genre						S2
euh						S0
ouais						S0
voilà						S0
au						S0
moins						S0
là						S2
à						S2
savoir						S0
même						S0
si						S0
t						S0
as						S0
pas						S0
compris						S0
t						S0
u						S0
es						S0
obligé						S0
d						S0
essayer						S0
de						S0
comprendre						S0
tu						S0
vois						S0
et						S0
dans						S0
ton						S0
cerveau						S0
de						S0
te						S0
dire						S0
euh						S0
ah						S0
ouais						S0
ça						S0
au						S3
final						S3
c'était						S3
pas						S3
bien						S3
dit						S3
précisé						S1
qu'il						S2
fait						S2
chaud						S2
le						S2
le						S2
petit						S2
ventilo						S2
n'est						S2
pas						S2
branché						S2
le						S1
petit						S1
ventilo						S1
n'						S1
est						S1
pas						S1
branché						S1
ah						S0
bon						S4
avec	I	moquerie	jouer le jeu/fictionnalisation	voix souriante	positive	S4
Lina	I	moquerie	jouer le jeu/fictionnalisation	voix souriante	positive	S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ah						S4
même						S4
moi						S4
non						S4
non						S4
au						S4
pire						S4
je						S4
viens						S4
avec						S4
mon						S4
copain						S4
mais						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
non						S4
pourquoi						S1
pourquoi						S1
tu						S1
veux						S1
l						S1
appeler						S1
Antoni						S1
à						S1
chaque						S1
fois						S1
mh						S1
Kevin	A	moquerie	lexique	absence	positive	S3
ouais						S3
c'est						S3
vrai						S3
ça						S3
serait						S3
pas						S3
mal						S2
ha						S2
ha						S4
ha						S4
ha						S4
ha						S4
ha						S3
ha						S3
ha						S3
ha						S3
ha						S3
heureusement						S4
que						S2
j'étais						S2
avec						S2
Antoine						S2
hein						S2
ouais						S2
il						S2
a						S2
il						S2
a						S2
dit						S2
un						S2
gros						S2
mot						S2
un						S2
gros						S2
gros						S2
mot						S2
en						S2
plus						S2
ha						X
