word	target	forms	processes	indicators	reactions	smile
sur						S1
ça						S1
mh						S0
mh						S0
ah						S0
mmm						S0
mmm						S0
ah						S0
oui						S0
de						S0
toute						S0
façon						S0
comme						S0
dans						S0
tout						S1
métier						S1
ha						S1
ha						S1
ha						S1
mmm						S1
mh						S0
ben						S2
voilà						S2
c'est						S2
ça						S2
ben						S2
vé						S2
il						S2
y						S2
avait						S2
un						S2
paparazzi						S2
qui						S2
s'était						S2
fait						S2
casser						S2
la						S2
gueule						S2
là						S2
non						S2
par						S2
une						S2
star						S2
là						S2
il						S2
y						S2
a						S2
pas						S2
longtemps						S2
il						S2
y						S3
il						S3
y						S3
a						S2
peut-être						S2
deux						S2
ans						S2
tout						S2
ça						S2
là						S2
ç'						S2
avait						S2
fait						S2
une						S2
polémique						S2
non						S0
ouais						S0
je						S0
crois						S0
ouais						S0
ah						S0
oui						S0
sais						S0
pas						S0
c'						S3
beau						S3
j'aime						S3
bien						S3
hein						S3
ça						S3
fait						S3
quoi						S3
de						S3
moins						S3
ça						S3
ça						S3
nous						S3
enlève						S3
la						S3
résonance						S0
ok						S0
au						S0
ah						S0
mais						S0
au						S0
final						S0
euh						S0
ah						S0
voilà						S0
p-						S0
que						S0
pour						S0
la						S0
voix						S0
ouais						S0
ouais						S0
tu						S0
disais						S0
tout						S0
à						S0
l						S0
heure						S0
pour						S0
la						S0
guitare						S0
mais						S0
c'est						S0
quoi						S0
c'est						S0
du						S0
de						S0
la						S0
mousse						S0
quoi						S0
c'						S0
trop						S0
fou						S0
ils						S0
ont						S0
fait						S0
ça						S0
p-						S0
leg-						S0
pour						S0
cette						S0
expérience						S0
tu						S0
penses						S0
que						S0
pour						S0
cette								S0
expérience							S0
ouais						S0
ouais						S0
chambre						S0
sourde						S0
ouais						S0
en						S0
studio						S0
pour						S0
faire						S0
des						S0
films								S0
ils						S0
doivent						S0
se						S0
non						S0
il						S0
est						S0
pour						S0
faire						S0
des						S0
films						S0
par						S0
exemple						S0
les						S0
voix						S0
et						S0
tout						S0
oua-						S0
ouais						S0
c'est						S0
énorme						S0
ouais						S0
mmm						S0
mhm						S2
ben						S0
au-						S0
au						S0
pire						S0
euh						S0
ben						S0
vas-y						S0
explique						S0
moi						S0
parce						S0
que						S0
j'arr-						S0
j'ai						S0
pas						S0
réussi						S0
à							S0
suivre						S0
ha						S1
ha						S1
mm						S1
mm						S1
ouais						S1
j'arrive						S0
pas						S0
à						S0
voir						S0
où						S0
ça						S0
amène						S0
c'est						S0
euh						S0
fin						S0
tu						S0
vois						S0
ça						S0
ça						S0
me						S0
ouais						S0
une						S0
grenouille						S0
qui						S0
parle						S2
ok						S2
c'est						S2
amusant						S2
mais						S2
euh						S0
ouais						S0
ah						S0
oui						S0
donc						S0
lui						S0
il						S0
se						S0
laisse						S0
pas						S0
influencé						S0
par						S0
euh						S0
non						S0
c'est						S0
bon						S0
et						S0
pas						S0
une						S0
prin-						S0
ah						S0
ouais						S0
ok						S0
ouais						S0
pas						S0
une						S0
princesse						S0
euh						S0
ouais						S0
ouais						S0
ouais						S0
ouais						S0
uh						S4
ha						S4
ha						S4
ha						S4
Antoine	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
Cataldo	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
et	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
son	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
k	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
o	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ah						S3
non						S3
chronophage?						S0
ah						S0
ah						S0
ouais						S0
non						S0
c'est						S0
pas						S0
celle-là						S0
le						S3
pire						S3
c'est						S3
que						S3
j'ai						S3
pense						S3
que						S3
ceci						S3
c'est						S3
un						S3
taxi						S3
comme						S3
même						S3
ha						S4
ha						S4
ha						S4
tu						S4
vois						S4
c'est						S4
comme						S4
ça						S4
qu'on						S4
a						S4
deux						S1
cours						S1
et						S1
tout						S1
ouais						S1
ouiais						S0
ça						S0
non						S0
le						S0
lundi						S0
moi						S0
je						S0
trouve						S0
que						S0
ça						S0
va						S0
m						S0
c'est						S0
le						S0
mardi						S0
déjà						S0
que						S0
je						S0
suis						S0
sur						S0
trois						S0
cours						S0
de						S0
retard						S0
j'ai						S0
trois						S0
cours						S0
de						S0
à						S0
rattapi-						S0
à						S0
ouais						S0
mh						S0
mm						S0
oui						S0
t						S0
as						S0
vu						S0
l						S0
emploi						S0
du						S0
temps						S0
de						S0
l						S0
a-						S0
de							S0
l						S0
année-						S0
de						S0
la						S0
semaine						S0
pro-						S0
de						S0
du						S0
semestre						S0
prochain						S0
antitoussif	I	moquerie	épinglage	rire	negative	S4
haha						S4
j'ai						S4
tu						S4
même						S4
pas						S0
lu						S0
vous						S0
l						S0
avez						S0
fait						S0
en						S0
cours						S0
d						S0
ailleurs						S0
mh						S0
vous						S0
l'avez						S0
même						S0
pas						S0
mmm						S0
fallait	I	moquerie	rebond	rire	negative	S0
lire	I	moquerie	rebond	rire	negative	S4
que	I	moquerie	rebond	rire	negative	S4
les	I	moquerie	rebond	rire	negative	S4
premières	I	moquerie	rebond	rire	negative	S4
lignes	I	moquerie	rebond	rire	negative	S4
ha	I	moquerie	rebond	rire	negative	S4
ha	I	moquerie	rebond	rire	negative	S4
ha	I	moquerie	rebond	rire	negative	S4
ha	I	moquerie	rebond	rire	negative	S4
ha	I	moquerie	rebond	rire	negative	S4
ha	I	moquerie	rebond	rire	negative	S4
ha	I	moquerie	rebond	rire	negative	S4
oh						S0
ah						S0
ou						S0
là						S0
là						S0
non						S0
je						S0
croyais						S0
que						S0
l'						S0
antitoussi-						S0
l'						S0
antipassif						S1
l'antitoussif	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
à	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
cause	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
de	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
toi	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
je	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
vais	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
je	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
ha	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
ha	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
un	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
jour	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
je	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
vais	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
aller	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
et	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
je	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
vais	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
écrire	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
l'antitoussif	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
tu	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
vas	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
voir	L/I	autodérision/moquerie	épinglage	rire/prosodie	positive	S4
oui						S3
avec						S3
son						S3
truc						S3
ha						S4
Tibet						S4
ah	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S3
ça	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S3
va	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S3
mieux	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S3
d	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S3
un	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
coup	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
haha						S4
ha						S4
ha						S4
ha						S4
tu						S4
es						S4
con						S4
ha	A	moquerie	discours allusif	rire	positive	S4
ouais	A	moquerie	discours allusif	rire	positive	S4
on	A	moquerie	discours allusif	rire	positive	S4
a	A	moquerie	discours allusif	rire	positive	S4
vu	A	moquerie	discours allusif	rire	positive	S4
que	A	moquerie	discours allusif	rire	positive	S4
bon	A	moquerie	discours allusif	rire	positive	S4
c'est	A	moquerie	discours allusif	rire	positive	S4
pas	A	moquerie	discours allusif	rire	positive	S4
ha	A	moquerie	discours allusif	rire	positive	S4
ha	A	moquerie	discours allusif	rire	positive	S4
ha	A	moquerie	discours allusif	rire	positive	S4
putain						S3
ça						S3
s'enlève						S3
là						S3
hein						S3
ben						S2
c'était						S0
pas						S0
des						S0
vannes						S0
à						S0
mon						S0
avis						S0
à						S0
mon						S0
avis						S0
c'était						S0
pas						S0
son						S0
en fin						S0
air						S0
moi						S0
aussi						S0
donkey						S0
joke						S0
hein						S0
ah						S0
ouais?						S0
ah						S0
oui						S0
il						S0
a						S0
été						S0
r-						S0
ça						S0
a						S0
été						S0
racheté						S0
Charlie						S0
Hebdo						S0
je						S0
savais						S0
pas						S0
c'est						S0
quoi						S0
un						S0
coco						S0
ha						S4
c'était	I	moquerie	épinglage	rire/prosodie	positive	S4
un	I	moquerie	épinglage	rire/prosodie	positive	S4
coco	I	moquerie	épinglage	rire/prosodie	positive	S4
ha	I	moquerie	épinglage	rire/prosodie	positive	S4
ha	I	moquerie	épinglage	rire/prosodie	positive	S4
ha	I	moquerie	épinglage	rire/prosodie	positive	S4
ha	I	moquerie	épinglage	rire/prosodie	positive	S4
ha	I	moquerie	épinglage	rire/prosodie	positive	S4
ha	I	moquerie	épinglage	rire/prosodie	positive	S4
mh						S0
mh						S0
man-						S0
e-						S0
min-						S0
Menton						S0
ha						S4
ha						S4
infirmier						S0
non						S0
huh						S2
il						S0
était						S0
quoi						S0
infirmier						S0
mh						S0
ha	I	moquerie	répétition	rire	positive	S4
ha	I	moquerie	répétition	rire	positive	S4
ha	I	moquerie	répétition	rire	positive	S4
une	I	moquerie	répétition	rire	positive	S4
consommation	I	moquerie	répétition	rire	positive	S4
de	I	moquerie	répétition	rire	positive	S4
viande	I	moquerie	répétition	rire	positive	S4
ouais						S4
oui						S4
d'accord						S4
ben						S2
attends						S2
quoi						S2
il						S2
consommait						S2
la						S2
viande						S2
euh						S2
ha						S2
des						S4
malades						S4
c'est						S4
ça						S4
ah						S4
des						S4
infirmières						S4
pas						S4
des						S4
malades						S4
euh						S4
d'accord						S4
ha						S4
ha						S4
oui						S1
ouais						S1
ouais						S1
d'accord						S1
et						S0
voilà						S0
et						S0
ouais						S0
mais						S0
mais						S0
mais						S1
ah						S2
il						S2
s'est						S2
fait						S2
passer						S2
avant						S2
que						S2
sa						S2
femme						S2
el-						S2
pour						S2
un						S2
médecin						S2
pour						S2
un						S2
chirurgien						S2
anesthésiste						S2
il						S2
s'est						S2
fait						S2
passer						S2
avant						S2
que						S2
ça						S2
femme						S2
la						S1
dénonce						S1
le						S0
dénonce						S0
pardon						S0
mais						S1
comment						S1
tu						S1
peux						S1
p-						S1
réussir						S1
à						S3
aller						S3
anesthésier						S3
des						S3
gens						S3
pendant						S3
une						S3
opération						S0
si						S0
en						S0
fin						S0
on						S0
te						S0
connaît						S0
pas						S0
tu						S2
arrives						S2
dans						S2
un						S2
hôpital						S2
comme						S2
ça						S2
et						S2
euh						S2
et						S2
on						S2
te						S2
dit						S2
tiens						S2
c'est						S2
bon						S2
vas-y						S2
euh						S2
il						S1
a						S1
été						S1
on						S1
mis						S1
le						S1
en						S1
prison						S1
là						S0
par						S1
t'						S1
me						S1
dire						S1
à	A	moquerie	référence partagée	prosodie	positive	S1
savoir	A	moquerie	référence partagée	prosodie	positive	S1
ha						S1
ha						S4
ha						S4
ha						S4
ha						S4
ah						S4
ok						S4
tu						S1
peux						S1
du-						S1
en						S1
pro-						S0
en						S0
tribunale						S0
ouais						S0
d'accord						S0
mais						S1
de						S1
toute						S1
façon						S1
si						S1
tu						S1
es						S1
parti						S1
-						S1
euh						S1
ah						S1
voilà						S1
t'						S1
es						S1
dans						S1
la						S1
merde						S1

						S0
oh	I	moquerie	antiphrase	prosodie	positive	S1
je	I	moquerie	antiphrase	prosodie	positive	S1
suis	I	moquerie	antiphrase	prosodie	positive	S1
sûre	I	moquerie	antiphrase	prosodie	positive	S1
que	I	moquerie	antiphrase	prosodie	positive	S1
même	I	moquerie	antiphrase	prosodie	positive	S1
dix	I	moquerie	antiphrase	prosodie	positive	S1
ans	I	moquerie	antiphrase	prosodie	positive	S1
ou	I	moquerie	antiphrase	prosodie	positive	S1
quinze	I	moquerie	antiphrase	prosodie	positive	S1
après	I	moquerie	antiphrase	prosodie	positive	S1
ah	I	moquerie	antiphrase	prosodie	positive	S1
pas	I	moquerie	antiphrase	prosodie	positive	S1
mal	I	moquerie	antiphrase	prosodie	positive	S1
tes	I	moquerie	antiphrase	prosodie	positive	S1
chaussettes	I	moquerie	antiphrase	prosodie	positive	S1
pas						S1
mal						S1
tes						S2
ha	I	moquerie	épinglage	rire	positive	S3
ha	I	moquerie	épinglage	rire	positive	S3
c'est	I	moquerie	épinglage	rire	positive	S3
fo-	I	moquerie	épinglage	rire	positive	S3
folkorique	I	moquerie	épinglage	rire	positive	S1
fol-	I	moquerie	épinglage	rire	positive	S1
comment	I	moquerie	épinglage	rire	positive	S1
on	I	moquerie	épinglage	rire	positive	S1
dit	I	moquerie	épinglage	rire	positive	S1
folko-	I	moquerie	épinglage	rire	positive	S1
fleklo-	I	moquerie	épinglage	rire	positive	S1
folklorique	I	moquerie	épinglage	rire	positive	S4
ha	I	moquerie	épinglage	rire	positive	S4
c'est	I	moquerie	répétition	rire	positive	S4
exotique	I	moquerie	répétition	rire	positive	S4
tu	I	moquerie	répétition	rire	positive	S4
vois	I	moquerie	répétition	rire	positive	S4
ha						S4
ha						S4
ha						S4
ha						S4
t'es	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ah	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
voilà	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
hein	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
monsieur	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
Tournad	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
c'est	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
le	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
pied	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
sur	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
la	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
table	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	I/A	moquerie	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha						S4
Jamaïque						S4
ouais						S4
ha						S4
ha						S4
ha						S4
ha						S4
tu						S3
t						S3
habillé	L	autodérision	jouer le jeu/antiphrase/contraste	absence	positive	S3
tout	L	autodérision	jouer le jeu/antiphrase/contraste	absence	positive	S3
en	L	autodérision	jouer le jeu/antiphrase/contraste	absence	positive	S3
noir	L	autodérision	jouer le jeu/antiphrase/contraste	absence	positive	S3
c'est	L	autodérision	jouer le jeu/antiphrase/contraste	absence	positive	S3
pas	L	autodérision	jouer le jeu/antiphrase/contraste	absence	positive	S3
mal	L	autodérision	jouer le jeu/antiphrase/contraste	absence	positive	S3
ha						S4
ha						S4
me	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
sautent	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
tous	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
dessus	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ouais	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
haha	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha						S4
ha						S4
putain						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ha						S4
ah						S4
non						S4
non	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
il	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
en	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
rentrait	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
peut-être	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
euh	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
une	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
quarantaine	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
tu	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
vois	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
ha	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
c'est	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S3
tout	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
ha	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
des	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
chameaux	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
c'est	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
gros	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
quand	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
haha	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
même	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
tu	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
vois	L	autodérision	fictionnalisation/jouer le jeu	rire/prosodie	positive	S4
haha						S4
chameau						S4
c'est						S3
deux						S3
bosses						S3
ou						S3
une						S3
attends						S3
j'ai						S3
u-						S3
j'avais						S3
une						S3
technique						S3
pour						S2
dire						S2
ça						S2
dro						S0
deux						S0
ouais						S4
c'est						S4
ça						S4
et						S1
dro						S0
dro						S0
ça						S0
fait						S0
penser						S0
à						S0
deux						S0
donc	L	autodérision	fictionnalisation/exagération	absence	positive	S0
des	L	autodérision	fictionnalisation/exagération	absence	positive	S0
chameaux	L	autodérision	fictionnalisation/exagération	absence	positive	S0
ça	L	autodérision	fictionnalisation/exagération	absence	positive	S0
va	L	autodérision	fictionnalisation/exagération	absence	positive	S0
il	L	autodérision	fictionnalisation/exagération	absence	positive	S0
en	L	autodérision	fictionnalisation/exagération	absence	positive	S0
rentre	L	autodérision	fictionnalisation/exagération	absence	positive	S0
peut	L	autodérision	fictionnalisation/exagération	absence	positive	S0
être	L	autodérision	fictionnalisation/exagération	absence	positive	S0
cinq	L	autodérision	fictionnalisation/exagération	absence	positive	S2
cents	L	autodérision	fictionnalisation/exagération	absence	positive	S2
ha						S2
ha						S2
ha						S4
ha						S4
oh						S3
mais						S1
deux						S1
ça						S1
fait						S1
ça						S1
fait						S2
quinze						S2
minutes						S2
tu						S2
crois						X
ha						S4
ha						S4
l'	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
écoutez	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
pas	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
madame	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
ha	I	moquerie	jouer le jeu/trope communicationnel	rire/prosodie	negative	S4
ha	I	moquerie	jouer le jeu/fictionnalisation	rire	negative	S4
ha	I	moquerie	jouer le jeu/fictionnalisation	rire	negative	S4
excuse-nous	I	moquerie	jouer le jeu/fictionnalisation	rire	negative	S4
hein	I	moquerie	jouer le jeu/fictionnalisation	rire	negative	S4
ha	I	moquerie	jouer le jeu/fictionnalisation	rire	negative	S4
ha	I	moquerie	jouer le jeu/fictionnalisation	rire	negative	S4
moi						S4
je						S4
pense						S4
pas						S4
que						S4
ce						S4
soit						S2
une						S2
blague						S2
ha						S4
ah	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S4
il	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S4
y	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S4
aurait	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S4
pu	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S4
avoir	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S2
des	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S2
anaphores	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S2
euh	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S2
associatives	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S2
des	A	moquerie	jouer le jeu/référence partagée	prosodie	positive	S2
du	A	moquerie	jouer le jeu/référence partagée	rire	positive	S0
feedba-	A	moquerie	jouer le jeu/référence partagée	rire	positive	S0
du	A	moquerie	jouer le jeu/référence partagée	rire	positive	S0
euh	A	moquerie	jouer le jeu/référence partagée	rire	positive	S0
ha	A	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	A	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	A	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	A	moquerie	jouer le jeu/référence partagée	rire	positive	S4
ha	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
ha	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
toi	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
tu	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
toi	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
le	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
prochain	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
partiel	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
tu	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
vas	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
haha	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
là	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
tu	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
vois	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
voilà	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
ha	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
là	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
mon	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	X
avis	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
le	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
trois	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S4
et	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
demie	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
tu	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
vas	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
te	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
le	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
prendre	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
tu	I	moquerie	fictionnalisation/jouer le jeu/référence partagée/trope communicationnel	rire/prosodie	positive	S2
