word	target	forms	processes	indicators	reactions	smile
qu'on	A	moquerie	rebond	rire	positive	S0
peut	A	moquerie	rebond	rire	positive	S0
dire	A	moquerie	rebond	rire	positive	S0
qu'un	A	moquerie	rebond	rire	positive	S0
paparazzo	A	moquerie	rebond	rire	positive	S0
c'est	A	moquerie	rebond	rire	positive	S0
discret	A	moquerie	rebond	rire	positive	S0
discret	A	moquerie	fictionnalisation/lexique	voix souriante	positive	S1
un	A	moquerie	fictionnalisation/lexique	voix souriante	positive	S1
paparazzo	A	moquerie	fictionnalisation/lexique	voix souriante	positive	S1
timide	A	moquerie	fictionnalisation/lexique	voix souriante	positive	S1
t						S1
u						S1
sais						S1
genre						S1
euh						S1
qui						S1
veut						S1
pas						S1
qui	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
veut	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
pas	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
qui	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
veut	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
pas	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
faire	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
de	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
mal	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
ouais	A	moquerie	fictionnalisation/jouer le jeu	rire	positive	S4
excusez-moi	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
de	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
vous	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
déranger	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
euh	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
je	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
je	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
passerai	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
dans	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
trois	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S1
jours	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
je	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
vous	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
avertis	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
que	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
je	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
passerai	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
dans	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
trois	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
jours	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	rire/prosodie	positive	S4
euh						S4
soyez						S4
zéro	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	prosodienegative	S4
soy-	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	prosodienegative	S4
soi	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	prosodienegative	S4
soyez	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	prosodienegative	S4
aimable	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	prosodienegative	S4
de	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	prosodienegative	S1
m'accueillir	A	moquerie	fictionnalisation/discours rapporté fictif/jouer le jeu	prosodienegative	S1
mh						S0
ouais						S0
ouais						S0
ouais						S0
ah						S0
ouais						S0
complètement						S0
hein						S0
ouais						S0
ouais						S0
ouais						S0
bien						S0
sûr						S0
après						S0
euh						S0
de						S0
dire						S0
que						S0
euh						S0
ces						S0
gens						S0
là						S0
n'ont						S0
pas						S0
de						S0
valeurs						S0
c'est						S0
pas						S0
vrai						S0
parce						S0
que						S0
euh						S0
parce						S0
que						S0
parce						S0
que						S0
je						S0
pense						S0
que						S0
il						S0
y						S0
a						S0
il						S0
y						S0
a						S0
il						S0
y						S0
a						S0
il						S0
y						S0
a						S0
des						S0
journalistes						S0
ou						S0
des						S0
paparazzi						S0
qui						S0
sont						S0
respectés						S0
malgré						S0
le						S0
travail						S0
qu'ils						S0
font						S0
je						S0
pense						S0
qu'à						S0
un						S0
moment						S0
donné						S0
euh						S0
ouais						S0
tu						S0
dois						S0
pas						S0
tu						S0
dois						S0
pas						S0
franchir						S0
euh						S0
une						S0
certaine						S0
limite						S0
quoi						S0
zéro						S0
je						S0
pense						S0
que						S0
quand						S0
tu						S0
quand						S0
tu						S0
déranges						S0
à						S0
un						S0
moment						S0
tu						S0
je						S0
pense						S0
que						S0
tu						S0
dois						S0
garder						S0
quand						S0
même						S0
une						S0
certaine						S0
distance						S0
dans						S0
la						S0
rue						S0
sans						S0
aller						S0
piquer						S0
la						S0
la						S0
vie						S0
des						S0
gens						S0
quoi						S0
mh						S0
ah						S0
ouais						S0
oui						S0
mais						S0
il						S0
y						S0
a						S0
mais						S0
il						S0
y						S0
a						S0
une						S0
différence						S0
entre						S0
euh						S0
entre						S0
euh						S0
entre						S0
voler						S0
une						S0
image						S0
dans						S0
ta						S0
propriété						S0
et						S0
capter						S0
une						S0
image						S0
dans						S0
la						S0
rue						S0
quoi						S0
ou						S0
dans						S0
un						S0
lieu						S0
public						S0
à						S0
partir						S0
du						S0
moment						S0
de						S0
toute						S0
façon						S0
où						S0
t						S0
u						S0
es						S0
dans						S0
la						S0
rue						S0
ou						S0
dans						S0
un						S0
lieu						S0
public						S0
tu						S0
dois						S0
tu						S0
dois						S0
forcément						S0
pas						S0
te						S0
mettre						S0
en						S0
i-						S0
ouais						S0
ouais						S0
ouais						S0
ouais						S0
ouais						S0
je						S0
comprends						S0
ouais						S0
après						S0
je						S0
pense						S0
qu'il						S0
faut						S0
pas						S0
il						S0
faut						S0
pas						S0
enfumer						S0
les						S0
gens						S0
quoi						S0
je						S0
pense						S0
que						S0
ce						S0
si						S0
tu						S0
peux						S0
êt-						S0
tu						S0
peux						S0
avoir						S0
euh						S0
tu						S0
peux						S0
avoir						S0
ça						S0
dans						S0
la						S0
tête						S0
euh						S0
à						S0
te						S0
dire						S0
euh						S0
bon						S0
euh						S0
je						S0
peux						S0
faire						S0
mon						S0
métier						S0
c'est						S0
un						S0
sport						S0
hein						S0
c'est						S0
un						S0
sport						S0
il						S0
y						S0
a						S0
il						S0
y						S0
a						S0
des						S0
règles						S0
euh						S0
qu'il						S0
faut						S0
pas						S0
que						S0
j'enfreins						S0
mais						S0
euh						S0
mais						S0
voilà						S0
quoi						S0
ouais						S0
voilà						S0
si						S0
tu						S0
veux						S0
pas						S0
avoir						S0
des						S0
retombées						S0
euh						S0
néfastes						S0
de						S0
toute						S0
façon						S0
les						S0
retombées						S0
c'est						S0
soit						S0
le						S0
procès						S0
soit						S0
te						S0
faire						S0
casser						S0
la						S0
gueule						S0
quoi						S0
hein						S0
voilà						S0
euh						S0
ouais						S0
ouais						S4
ah						S4
ouais						S0
voilà						S0
il						S0
y						S0
en						S0
a						S0
un						S0
là						S0
qui						S0
est						S0
assez						S0
cool						S0
là						S0
c'est						S0
c'était						S0
euh						S0
je						S0
crois						S0
que						S0
c'est						S0
Daniel						S0
Angéli						S0
tu						S0
sais						S0
c'est						S0
le						S0
photographe						S0
des						S0
stars						S0
là						S0
il						S0
a						S0
il						S0
a						S0
il						S0
a						S0
suivi						S0
euh						S0
Brigitte						S0
Bardot						S0
ouais						S0
tu						S0
sais						S0
la						S0
photo						S0
je						S0
crois						S0
où						S0
elle						S0
est						S0
euh						S0
elle						S0
est						S0
cul						S0
nu						S0
tu						S0
sais						S0
elle						S0
est						S0
euh						S0
avec						S0
euh						S0
une						S0
jambe						S0
comme						S0
ça						S0
à						S0
Saint-Trop						S0
ez						S0
tu						S0
vois						S0
euh						S0
où						S0
euh						S0
où						S0
elle						S0
pose						S0
euh						S0
elle						S0
pose						S0
je						S0
crois						S0
que						S0
c'est						S0
c'est						S0
une						S0
c'est						S0
une						S0
de						S0
ses						S0
photos						S0
c'est						S0
une						S0
de						S0
ses						S0
photos						S0
ouais						S0
ouais						S0
c'est						S0
cool						S0
ouais						S0
ouais						S0
j'aime						S0
bien						S0
ouais						S0
ouais						S0
ça						S0
matifie						S0
le						S0
son						S0
ça						S0
matifie						S0
le						S0
son						S0
complètement						S0
quoi						S0
ça						S0
s'en						S0
e-						S0
et						S0
c'est						S0
et						S0
ça						S0
ça						S0
ça						S0
évite						S0
que						S0
le						S0
son						S0
revienne						S0
et						S0
se						S0
mêle						S0
euh						S0
est						S0
brouillé						S0
quelque						S0
part						S0
quoi						S0
pour						S0
la						S0
voix						S0
hein						S0
pour						S0
la						S0
voix						S0
ouais						S0
pour						S0
la						S0
voix						S0
parce						S0
que						S0
sur						S0
un						S0
instrument						S0
euh						S0
le						S0
son						S0
est						S0
pourri						S0
quoi						S0
ouais						S0
c'est						S0
des						S0
c'est						S0
on						S0
appelle						S0
ça						S0
je						S0
crois						S0
euh						S0
des						S0
des						S0
plaques						S0
euh						S0
alvéolées						S0
tu						S0
sais						S0
et						S0
qui						S0
font						S0
que						S0
les						S0
ondes						S0
elles						S0
vont						S0
pas						S0
elles						S0
vont						S0
pas						S0
réfléchir						S0
je						S0
crois						S0
que						S0
c'est						S0
ce						S0
qu'on						S0
appelle						S0
une						S0
chambre						S0
sourde						S0
mh						S0
mh						S0
chambre						S0
sourde						S0
et						S0
pour						S0
les						S0
prises						S0
de						S0
de						S0
de						S0
de						S0
voix						S0
hein						S0
mh						S0
mh						S0
en						S0
studio						S0
non						S0
non						S0
non						S0
en						S0
studio						S0
non						S0
en						S0
fin						S0
en						S0
studio						S0
en						S0
pour						S0
les						S0
instruments						S0
de						S0
musique						S0
en						S0
général						S0
tu						S0
<as,vois>						S0
ces						S0
plaques						S0
là						S0
mais						S0
pas						S0
tout						S0
le						S0
temps						S0
pas						S0
sur						S0
toute						S0
la						S0
surface						S0
les						S0
bruitages						S0
ou						S0
les						S0
les						S0
prises						S0
de						S0
son						S0
ah						S0
je						S0
sais						S0
pas						S0
probablement						S0
ouais						S0
mais						S0
euh						S0
je						S0
pense						S0
que						S0
le						S0
le						S0
son						S0
doit						S0
être						S0
euh						S0
doit						S0
être						S0
énormément						S0
altéré						S0
sur						S0
un						S0
instrument						S0
tandis						S0
que						S0
sur						S0
la						S0
voix						S0
euh						S0
je						S0
je						S0
pense						S0
que						S0
ça						S0
doit						S0
ça						S0
doit						S0
bénéficier						S0
à						S0
l						S0
ingénieur						S0
quoi						S0
qu'il						S0
prend						S0
quoi						S0
il	A	moquerie	onomatopée	prosodie	positive	S0
de-	A	moquerie	onomatopée	prosodie	positive	S0
ça	A	moquerie	onomatopée	prosodie	positive	S0
doit	A	moquerie	onomatopée	prosodie	positive	S0
éviter	A	moquerie	onomatopée	prosodie	positive	S0
de	A	moquerie	onomatopée	prosodie	positive	S0
se	A	moquerie	onomatopée	prosodie	positive	S0
ah	A	moquerie	onomatopée	prosodie	positive	S0
ah	A	moquerie	onomatopée	prosodie	positive	S1
ah	A	moquerie	onomatopée	prosodie	positive	S1
ah	A	moquerie	onomatopée	prosodie	positive	S1
ah	A	moquerie	onomatopée	prosodie	positive	S1
putain	A	moquerie	onomatopée	prosodie	positive	S1
non	A	moquerie	onomatopée	prosodie	positive	S1
tu						S0
veux						S0
qu'on						S0
parle						S0
de						S0
la						S0
de						S0
la						S0
vanne						S0
euh						S0
du						S0
genre						S0
ben						S0
moi						S0
ça						S0
me						S0
rappelait						S0
une						S0
une						S0
vacon						S0
tu						S0
vois						S0
quand						S0
euh						S0
quand						S0
euh						S0
euh						S0
il						S0
y						S0
avait						S0
une						S0
va-						S0
je						S0
crois						S0
il						S0
y						S0
avait						S0
un						S0
cocher						S0
euh						S0
qui						S0
qui						S0
suivait						S0
un						S0
cheval						S0
et						S0
euh						S0
le						S0
cheval						S0
à						S0
un						S0
moment						S0
parle						S0
euh						S0
et						S0
le						S0
mec						S0
euh						S0
impassible						S0
répond						S0
ah						S0
c'est						S0
la						S0
première						S0
fois						S0
que						S0
j'entends						S0
un						S0
cheval						S0
parler						S0
tu						S0
vois						S0
c'est						S0
un						S0
peu						S0
c'est						S0
un						S0
peu						S0
le						S0
le						S0
le						S0
la						S0
même						S0
histoire						S0
en						S0
fait						S0
euh						S0
la						S0
la						S0
la						S0
la						S0
grenouille						S0
lui						S0
promet						S0
lui						S0
promet						S0
tant						S0
et						S0
tant						S0
mais						S0
lui						S0
euh						S0
finalement						S0
euh						S0
se						S0
laisse						S0
pas						S0
abuser						S0
ou						S0
euh						S0
se						S0
laisse						S0
pas						S0
détourner						S0
par						S0
elle						S0
parce						S0
qu'il						S0
lui						S0
dit						S0
à						S0
la						S0
fin						S0
euh						S0
j'ai						S0
pas						S0
le						S0
temps						S0
tu						S0
vois						S0
d						S0
avoir						S0
une						S0
copine						S0
mais						S0
par						S0
contre						S0
euh						S0
une						S2
grenouille						S2
qui						S2
parle						S2
euh						S2
c'est						S3
cool						S3
quoi						S3
c'est						S3
amusant						S3
tu						S3
vois						S3
genre						S3
euh						S3
voilà						S3
tu						S3
vois						S0
euh						S0
je						S0
te						S0
prends						S0
comme						S0
ça						S0
juste						S0
pour						S0
m'amuser						S0
quoi						S0
avec						S0
toi						S0
quoi						S0
et						S0
ben						S0
et						S0
ben						S0
ben						S0
elle						S0
e-						S0
le						S0
le						S0
le						S0
le						S0
fait						S0
est						S0
que						S0
le						S0
le						S0
le						S0
mec						S0
est						S0
transporté						S0
du						S0
vois						S0
dans						S0
cette						S0
euh						S0
dans							S0
dans						S0
dans						S0
dans						S0
cette						S0
euh						S0
comment						S0
dire						S0
transposition						S0
une						S0
grenouille						S0
deviendrait						S0
prin-						S0
princesse						S0
tu						S0
vois						S0
et						S0
euh						S0
voilà						S0
ouais						S0
il						S0
se						S0
lai-						S0
il						S0
se						S0
laisse						S0
influencer						S0
par						S0
ce						S0
comte						S0
ouais						S0
voilà						S0
et						S0
et						S0
et						S0
en						S0
plus						S0
on						S0
a						S0
on						S0
a						S0
on						S0
a						S0
le						S0
terme						S0
ingénieur						S0
tu						S0
vois						S0
qui						S0
qui						S0
vient						S0
qui						S0
vient						S0
euh						S0
qui						S0
pré-suppose						S0
en						S0
fait						S0
euh						S0
le						S0
type						S0
occupé						S0
on						S0
aurait	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
pu	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
dire	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
étudiant	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
en	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
L	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
de	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
sciences	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
du	L/I	autodérision/moquerie	comparaison	prosodie	positive	S0
langage	L/I	autodérision/moquerie	comparaison	prosodie	positive	S2
avec						S2
avec						S2
m-						S2
avec							S4
avec						S4
avec	A	moquerie	trope communicationnel	rire/prosodie	positive	S4
madame	A	moquerie	trope communicationnel	rire/prosodie	positive	S4
Priego	A	moquerie	trope communicationnel	rire/prosodie	positive	S4
Valverde	A	moquerie	trope communicationnel	rire/prosodie	positive	S4
comme	A	moquerie	trope communicationnel	rire/prosodie	positive	S4
remarque	A	moquerie	trope communicationnel	rire/prosodie	positive	S1
c'est	A	moquerie	trope communicationnel	rire/prosodie	positive	S1
pas	A	moquerie	trope communicationnel	rire/prosodie	positive	S1
la	A	moquerie	trope communicationnel	rire/prosodie	positive	S1
c'est						S1
pas						S1
la						S1
plus						S0
euh						S0
la						S0
plus						S0
chronophage						S0
comme						S0
matière						S0
ouais						S0
c'est-à-dire						S0
qui						S0
te						S0
bouffe						S0
du						S0
temps						S0
mh						S0
ouais						S0
complètement						S0
ouais						S0
avec						S0
euh						S0
avec						S0
Alice						S0
Vittrant						S0
qui						S0
te						S0
donne						S0
euh						S0
tant						S0
et						S0
tant						S0
de						S0
résumés						S0
ouais						S0
zéro						S0
le						S0
mardi						S0
ah							S0
ouais						S0
de						S0
monsieur						S0
Tournadre						S0
mh						S0
non						S0
moi						S0
je						S0
pense						S0
que						S0
c'est						S0
plutôt						S0
euh						S0
c'est						S0
c'est						S0
plutôt						S0
les						S0
articles						S0
qu'il						S0
nous						S0
donne						S0
à						S0
lire						S0
l	A	moquerie	lexique	prosodie	positive	S0
antitoussif	A	moquerie	lexique	prosodie	positive	S0
là	A	moquerie	lexique	prosodie	positive	S0
qu'il	A	moquerie	lexique	prosodie	positive	S0
nous	A	moquerie	lexique	prosodie	positive	S0
a	A	moquerie	lexique	prosodie	positive	S0
donné	A	moquerie	lexique	prosodie	positive	S0
à	A	moquerie	lexique	prosodie	positive	S0
lire	A	moquerie	lexique	prosodie	positive	S0
la	A	moquerie	lexique	prosodie	positive	S0
dernière	A	moquerie	lexique	prosodie	positive	S0
fois	A	moquerie	lexique	prosodie	positive	S0
euh	A	moquerie	lexique	prosodie	positive	S0
j'en	A	moquerie	lexique	prosodie	positive	S0
pouvais	A	moquerie	lexique	prosodie	positive	S0
plus	A	moquerie	lexique	prosodie	positive	S0
quoi	A	moquerie	lexique	prosodie	positive	S0
quinze						S0
lignes						S0
euh						S0
j'avais						S0
l						S0
impression						S0
d						S0
être						S0
en						S0
master						S0
quoi						S0
non						S0
même						S0
pas						S0
non						S0
non						S0
non						S0
non						S0
non						S0
je						S0
lui						S0
ai						S0
dit						S0
d						S0
ailleurs						S0
c'est						S0
vraiment						S0
très						S0
compliqué						S0
j'avais						S0
l						S0
impression						S0
d						S0
apprendre						S0
à						S0
parler						S0
basque						S0
quoi						S0
avec						S0
ton						S0
article						S0
euh						S0
de						S0
quinze						S0
lignes						S0
de						S0
quinze						S0
pages						S0
et						S0
il						S0
me						S0
dit						S0
oui						S0
non						S0
non						S0
mais						S0
de						S0
toute						S0
façon						S0
euh						S0
euh						S0
je						S0
je						S0
non						S0
non						S0
ouais						S4
je						S1
mets						S1
la						S1
barre						S1
euh						S1
très						S1
haut						S1
comme						S1
ça						S1
ça						S1
vous						S1
servira						S1
quoi						S0
tu						S0
vois						S0
et						S0
les						S0
il						S0
y						S0
avait						S0
quoi						S0
soixante						S0
pages						S0
entre						S0
les						S0
entre						S0
les						S0
trois						S0
articles						S0
qu'elle						S0
nous						S0
a						S0
donnés						S0
ouais						S0
entre						S0
les						S1
trois						S1
articles						S1
il						S1
y						S1
en						S1
a						S1
non						S1
je						S3
parle						S3
d						S3
antitoussif						S3
parce						S3
que						S3
oui	A	moquerie	fictionnalisation	prosodie	positive	S3
non	A	moquerie	fictionnalisation	prosodie	positive	S3
non	A	moquerie	fictionnalisation	prosodie	positive	S3
mais	A	moquerie	fictionnalisation	prosodie	positive	S3
c'est	A	moquerie	fictionnalisation	prosodie	positive	S3
à	A	moquerie	fictionnalisation	prosodie	positive	S3
cause	A	moquerie	fictionnalisation	prosodie	positive	S3
de	A	moquerie	fictionnalisation	prosodie	positive	X
à	A	moquerie	fictionnalisation	prosodie	positive	X
cause	A	moquerie	fictionnalisation	prosodie	positive	X
de	A	moquerie	fictionnalisation	prosodie	positive	X
de	A	moquerie	fictionnalisation	prosodie	positive	X
Mary	A	moquerie	fictionnalisation	prosodie	positive	X
là	A	moquerie	fictionnalisation	prosodie	positive	X
qui	A	moquerie	fictionnalisation	prosodie	positive	X
qui	A	moquerie	fictionnalisation	prosodie	positive	X
parlait	A	moquerie	fictionnalisation	prosodie	positive	X
pas	A	moquerie	fictionnalisation	prosodie	positive	X
et	A	moquerie	fictionnalisation	prosodie	positive	X
tu	A	moquerie	fictionnalisation	prosodie	positive	S2
vois	A	moquerie	fictionnalisation	prosodie	positive	S2
il	A	moquerie	fictionnalisation	prosodie	positive	S2
est	A	moquerie	fictionnalisation	prosodie	positive	S2
arrivé	A	moquerie	fictionnalisation	prosodie	positive	S2
avec	A	moquerie	fictionnalisation	prosodie	positive	S2
sa	A	moquerie	fictionnalisation	prosodie	positive	S2
petite	A	moquerie	fictionnalisation	prosodie	positive	S2
lotion	A	moquerie	fictionnalisation	prosodie	positive	S2
du	A	moquerie	fictionnalisation	prosodie	positive	S2
du	A	moquerie	fictionnalisation	prosodie	positive	S2
Tibet	A	moquerie	fictionnalisation	prosodie	positive	S2
là	A	moquerie	fictionnalisation	prosodie	positive	S2
euh	A	moquerie	fictionnalisation	prosodie	positive	S2
je	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
vous	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
donne	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
une	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
petite	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
potion	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
là	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
du	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
Tibet	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
sur	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
vot-	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
su-	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
sur	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
un	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
sucre	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
ou	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
sur	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
un	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
biscuit	A	moquerie	fictionnalisation/discours rapporté fictif	prosodie	positive	S1
ouais						S4
elle	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
était	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
dévoisée	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
il	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
l	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
a	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
voisée	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
il						S4
est	A	moquerie	fictionnalisation	voix souriante	positive	S3
voisé	A	moquerie	fictionnalisation	voix souriante	positive	S3
à	A	moquerie	fictionnalisation	voix souriante	positive	S3
nouveau	A	moquerie	fictionnalisation	voix souriante	positive	S3
et	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
après	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
elle	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
a	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
vu	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
des	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
lutins	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
euh	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
tibétains	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
pendant	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
pendant	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
toute	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
une	A	moquerie	fictionnalisation	rire/prosodie	positive	S3
semaine	A	moquerie	fictionnalisation	rire/prosodie	positive	S4
ouais						S1
du						S1
coup						S0
euh						S0
du						S0
coup						S0
euh						S0
bon						S0
finalement						S0
ils						S0
étaient						S0
pas						S0
terribles						S0
ces						S0
vannes						S0
hein						S0
non						S0
ouais						X
en						X
fin						X
frog						S0
joke						S0
c'était						S0
une						S0
vanne						S0
hein						S0
frog						S0
joke						S0
mh						S0
tè						S0
j'ai						S0
lu						S0
un						S0
article						S0
la						S0
dernière						S0
fois						S0
euh						S0
dans						S0
le						S0
Canard						S0
Enchainé						S0
non						S0
Charlie						S0
Hebdo						S0
pardon						S0
Charlie						S0
Hebdo						S0
euh						S0
qui						S0
a						S0
été						S0
racheté						S0
par						S0
Le						S0
Monde						S0
je						S0
crois						S0
ouais						S0
il						S0
y						S0
a						S0
Pellou						S0
qui						S0
s'est						S0
cassé						S0
il						S0
y						S0
a						S0
il						S0
y						S0
a						S0
Luce						S0
qui						S0
a						S0
ét-						S0
qui						S0
s'est						S0
cassé						S0
ouais						S0
j-						S0
ouais						S0
il						S0
me						S0
semble						S0
ouais						S0
c'est						S0
un						S0
co-						S0
un						S0
coco						S0
qui						S0
m'a						S0
dit						S0
ça						S0
il						S0
y						S0
a						S0
quoi						S0
il						S0
y						S0
a						S0
trois						S0
trois						S0
quatre						S0
semaines						S0
un						S0
communiste						S0
de						S0
de						S0
un						S0
coco						S0
de						S0
de						S0
merde						S0
comment						S0
elle						S0
s'appelle						S0
cette						S0
ville						S0
communiste						S0
mh						S0
à						S0
coté						S0
de						S0
de						S0
Toulon						S0
bon						S0
peu						S0
importe						S0
ça						S0
me						S0
reviendra						S0
à						S0
coté						S0
de						S0
Saint						S0
Mandrier						S0
euh						S0
non						S0
pas						S0
non						S0
non						S0
pas						S0
Menton						S0
et						S0
donc						S0
il						S0
euh						S0
donc						S0
j'ai						S0
j'ai						S0
lu						S0
dans						S0
Charlie						S0
Hebdo						S0
euh						S0
justement						S0
pour						S0
une						S0
usu						S0
r						S0
pation						S0
d						S0
identité						S0
qu'un						S0
infirmier						S0
je						S0
crois						S0
anesthésiste						S0
s'est						S0
fait						S0
passer						S0
pour						S0
euh						S0
ou						S0
un						S0
infirmier						S0
tout						S0
court						S0
s'est						S0
passé						S0
pour						S0
un						S0
chirurgien						S0
anesthésiste						S0
ou						S0
un						S0
docteur						S0
anesthésiste						S0
oui						S0
et						S0
il						S0
a						S0
il						S0
a						S0
dupé						S0
tout						S0
le						S0
monde						S0
mais						S0
le						S0
tru-						S0
le						S0
type						S0
c'était						S0
un						S0
c'était						S0
un						S0
charmeur						S0
il						S0
se						S0
tapait						S0
tout						S0
tout						S0
ce						S0
qui						S0
tout						S0
ce						S0
qui						S0
avait						S0
de						S0
tout						S0
ce						S0
qui						S0
marchait						S0
quoi						S0
tu						S0
vois						S0
et						S0
euh						S0
donc						S0
c'était						S0
il						S0
avait						S0
cette						S0
réputation						S0
là						S0
d						S0
être						S0
euh						S0
d						S0
être						S0
un						S0
d						S0
être						S0
un						S0
dragueur						S0
et						S0
de						S0
consommer						S0
tu						S0
vois						S0
a-						S0
abonda-						S0
abondamment						S0
euh						S0
et						S0
il						S0
a						S0
été						S0
muté						S0
dans						S0
un						S0
autre						S0
hôpital						S0
et						S0
du						S0
coup						S0
ben						S0
ouais						S0
il						S0
était						S0
infirmier						S0
il						S0
faisait						S0
croire						S0
son						S0
identité						S0
tu						S0
vois						S0
comme						S0
euh						S0
comme						S0
lui						S0
là						S0
il						S0
est						S0
muté						S0
dans						S0
un						S0
autre						S0
hôpital						S0
et	A	moquerie	lexique	absence	positive	S0
